#グループを作った際にそれまでの探索で見つけた候補ルートを一度削除してみた
|M| = 0
make network |V|=2000 |E|=4000
                not_group                          group  
t, Accessible, ave_query, ave_time, TABLE_REQ, ave_member_used ave_member_used_M=0
38 0.9179589795 1.3316658329 0.0142029873 2.24000000 199.28000000 95.64000000
39 0.9209604802 1.3811905953 0.0150816925 2.14000000 201.60000000 97.54000000
40 0.9184592296 1.5747873937 0.0206035621 2.76000000 206.12000000 99.06000000
41 0.9174587294 1.5697848924 0.0212220968 2.88000000 200.06000000 100.76000000
42 0.9219609805 1.4502251126 0.0158151503 2.30000000 201.64000000 101.22000000
43 0.9364682341 1.4212106053 0.0231719097 2.50000000 213.92000000 116.42000000
44 0.9314657329 1.4717358679 0.0230745656 2.10000000 214.18000000 108.10000000
45 0.9379689845 1.3491745873 0.0213688169 1.96000000 214.76000000 105.28000000
46 0.9399699850 1.3056528264 0.0196874162 2.02000000 215.24000000 106.26000000
47 0.9409704852 1.4802401201 0.0257812031 2.70000000 220.04000000 107.20000000
48 0.9469734867 1.2721360680 0.0212387910 2.08000000 220.08000000 110.26000000
49 0.9474737369 1.6553276638 0.0343026733 2.84000000 223.32000000 110.50000000
50 0.9534767384 1.2686343172 0.0231345018 1.96000000 226.04000000 112.44000000
51 0.9514757379 1.2546273137 0.0222686843 1.84000000 227.58000000 114.42000000
52 0.9549774887 1.1110555278 0.0189719899 1.76000000 229.16000000 115.90000000
53 0.9584792396 1.1400700350 0.0227530990 1.80000000 231.20000000 116.76000000
54 0.9639819910 1.1190595298 0.0242102921 1.76000000 237.26000000 121.68000000
55 0.9634817409 0.9479739870 0.0180111346 1.44000000 238.18000000 121.88000000
56 0.9514757379 1.1245622811 0.0191015878 1.92000000 234.68000000 121.86000000
57 0.9524762381 0.8719359680 0.0110738453 1.28000000 236.30000000 121.54000000
58 0.9519759880 0.8429214607 0.0098086341 1.22000000 236.22000000 120.88000000
59 0.9539769885 0.8424212106 0.0109132955 1.18000000 236.18000000 120.88000000
access %, disaccess %
0.008544851456590712, 0.07992441084926634
